split,scene_id,actual_mechanism,role,method,branch,active,fallback,current_cancellation_db,deterministic_cancellation_db,oracle_cancellation_db,recoverable_headroom_db,deterministic_gain_db,remaining_gap_db,recovery_ratio
screen,screen_006,M2,target_on,J2_P1_phase_only,,False,True,6.55204244229672,6.55204244229672,7.05223899179236,0.50019654949564,0.0,0.50019654949564,0.0
screen,screen_006,M2,target_on,J3_D3_P1_joint,,False,True,6.55204244229672,6.55204244229672,7.05223899179236,0.50019654949564,0.0,0.50019654949564,0.0
screen,screen_006,M2,target_on,J4_D3_P2_joint,,False,True,6.55204244229672,6.55204244229672,7.05223899179236,0.50019654949564,0.0,0.50019654949564,0.0
screen,screen_006,M2,target_on,J5_Selective_Physics_Calibration,D0P1,True,False,6.55204244229672,6.56225267524374,7.05223899179236,0.50019654949564,0.010210232947019726,0.48998631654862024,0.020412441783764695
screen,screen_006,M2,target_on,J6_Joint_Phase_Surface,D0P0,False,False,6.55204244229672,6.55204244229672,7.05223899179236,0.50019654949564,0.0,0.50019654949564,0.0
screen,screen_007,M2,target_off,J0_Current,,True,True,8.92300495900661,8.92300495900661,9.48124773035584,0.5582427713492297,0.0,0.5582427713492297,0.0
screen,screen_007,M2,target_off,J1_D3_delay_only,,True,True,8.92300495900661,8.92300495900661,9.48124773035584,0.5582427713492297,0.0,0.5582427713492297,0.0
screen,screen_007,M2,target_off,J2_P1_phase_only,,True,False,8.92300495900661,8.93975187739618,9.48124773035584,0.5582427713492297,0.016746918389570098,0.5414958529596596,0.02999934660881338
screen,screen_007,M2,target_off,J3_D3_P1_joint,,True,False,8.92300495900661,8.93975187739618,9.48124773035584,0.5582427713492297,0.016746918389570098,0.5414958529596596,0.02999934660881338
screen,screen_007,M2,target_off,J4_D3_P2_joint,,True,False,8.92300495900661,8.93996833308116,9.48124773035584,0.5582427713492297,0.01696337407454962,0.5412793972746801,0.030387091325070725
